account_id,account_type,holder_name,bank,branch_city,latitude,longitude,kyc_completeness,account_age_days,opened_on,prior_fraud_flag
ACC-AB3C5011ED,legit,Manthan Modi,Union Bank,Bhopal,23.27638,77.48488,0.9,2551,2019-09-06,False
ACC-0F9E6E857D,legit,Yuvraj Dani,Axis,Guwahati,26.01646,91.85217,0.71,3402,2017-05-08,False
ACC-14BB7A2CD6,legit,Upkaar Virk,Kotak,Jaipur,26.96718,75.73567,0.7,1396,2022-11-04,False
ACC-73C38DBB72,legit,Shravya Savant,ICICI,Bhopal,23.16348,77.45513,0.92,290,2025-11-14,False
ACC-5D08515DA7,legit,Pushti Mody,BoB,Delhi,28.50356,77.21724,0.84,1545,2022-06-08,False
ACC-AABAB59228,legit,Hardik Johal,Union Bank,Bengaluru,12.93648,77.65449,0.88,3186,2017-12-10,False
ACC-3B161F37FC,legit,Aishani Bumb,SBI,Nagpur,21.02488,78.99561,0.9,2535,2019-09-22,False
ACC-7B3B8F0BFF,legit,Wriddhish Ghose,Canara,Jaipur,26.89703,75.76676,0.82,2491,2019-11-05,False
ACC-1EB891BCE8,legit,Naksh Agate,HDFC,Hyderabad,17.4539,78.38233,0.78,1765,2021-10-31,False
ACC-3CA1139AD6,legit,Shravya Singhal,SBI,Ahmedabad,23.04767,72.57868,0.77,1268,2023-03-12,False
ACC-6F896842BF,legit,Bachittar Kata,ICICI,Kolkata,22.45227,88.28401,0.93,870,2024-04-13,False
ACC-927E6074CB,legit,Barkha Setty,BoB,Jaipur,26.86595,75.65425,0.75,3064,2018-04-11,False
ACC-0EF9A10310,legit,Vivaan Lalla,Kotak,Patna,25.60291,85.06466,0.72,2293,2020-05-21,False
ACC-E46609194C,legit,Pavani Contractor,HDFC,Bhopal,23.32532,77.39536,0.96,1888,2021-06-30,False
ACC-1D7B8F9113,legit,Manthan Lata,BoB,Kolkata,22.55349,88.33807,0.79,2627,2019-06-22,False
ACC-43F7F1BA86,legit,Ekbal Bhasin,Union Bank,Patna,25.4646,85.09024,0.84,3287,2017-08-31,False
ACC-04F3E4D1E4,legit,Damyanti Mani,HDFC,Chennai,13.19615,80.15938,0.77,3464,2017-03-07,False
ACC-3999FEBF46,legit,Jeet Sidhu,Axis,Kolkata,22.54569,88.25002,0.92,3570,2016-11-21,False
ACC-3535A7CF50,legit,Neha Magar,HDFC,Hyderabad,17.33988,78.39701,0.86,2095,2020-12-05,False
ACC-DFAA153F85,legit,Raksha Buch,ICICI,Hyderabad,17.49471,78.44599,0.77,2984,2018-06-30,False
ACC-A04FEE425F,legit,Rachana Naidu,HDFC,Bengaluru,12.90565,77.50636,0.75,631,2024-12-08,False
ACC-5686318150,legit,Atharv Chand,Union Bank,Jalandhar,31.36058,75.56646,0.83,2314,2020-04-30,False
ACC-5719E56777,legit,Ansh Luthra,Kotak,Nagpur,21.24906,79.12685,0.96,2563,2019-08-25,False
ACC-CABEA4CE2A,legit,Parth Singhal,Canara,Ahmedabad,22.97281,72.55512,0.89,1925,2021-05-24,False
ACC-55BDA24043,legit,Arunima Golla,HDFC,Jalandhar,31.2651,75.45625,0.79,2083,2020-12-17,False
ACC-CA717E470D,legit,Vyanjana Chand,HDFC,Ranchi,23.21913,85.27412,0.89,1180,2023-06-08,False
ACC-782C1DCA3A,legit,Ijaya Rege,Canara,Bhopal,23.14917,77.43803,0.87,1579,2022-05-05,False
ACC-16D5DE4BFB,legit,Ekani Cheema,Union Bank,Jalandhar,31.39057,75.45215,0.9,3322,2017-07-27,False
ACC-C456B6C5DF,legit,Forum Sabharwal,Canara,Lucknow,26.87508,80.94657,0.73,258,2025-12-16,False
ACC-15A2BC1592,legit,Bhavya Rattan,IndusInd,Nagpur,21.23698,79.21857,0.89,350,2025-09-15,False
ACC-6D239D0E4C,legit,Suhani Chakrabarti,IndusInd,Delhi,28.54572,77.19218,0.86,1804,2021-09-22,False
ACC-F114605CC3,legit,Zayyan Naik,BoB,Bengaluru,12.93482,77.70756,0.93,1591,2022-04-23,False
ACC-D495744B0B,legit,Netra Varkey,Kotak,Ahmedabad,23.04896,72.64957,0.72,2656,2019-05-24,False
ACC-550953772A,legit,Turvi Sachdev,Union Bank,Mumbai,19.09167,72.84704,0.96,1037,2023-10-29,False
ACC-0E17B2F62E,legit,Raghav Vasa,Axis,Lucknow,26.73359,80.99042,0.99,1437,2022-09-24,False
ACC-9912037D7A,legit,Wishi Sathe,HDFC,Chennai,13.12652,80.17042,0.79,2908,2018-09-14,False
ACC-4CC2D08CE6,legit,Samar Loke,IndusInd,Patna,25.63288,85.09124,0.73,528,2025-03-21,False
ACC-24278E82A3,legit,Bhavna Sarma,Axis,Ahmedabad,23.0018,72.53406,0.75,1490,2022-08-02,False
ACC-9ACE70AC5F,legit,Jairaj Balakrishnan,PNB,Hyderabad,17.34222,78.55863,1.0,791,2024-07-01,False
ACC-01947BC03F,legit,Nathan Mukhopadhyay,IndusInd,Bengaluru,12.85732,77.68769,0.93,419,2025-07-08,False
ACC-3CDEE78BB2,legit,Nikita Chander,Kotak,Bhopal,23.3244,77.41977,0.96,2716,2019-03-25,False
ACC-0060D2042A,legit,Ishaan Shenoy,ICICI,Kolkata,22.47288,88.33058,0.95,669,2024-10-31,False
ACC-F37C68CD36,legit,Mitesh Tara,Canara,Jalandhar,31.35971,75.68503,0.71,2958,2018-07-26,False
ACC-7EDF6E2936,legit,Yashodhara Mahajan,Union Bank,Lucknow,26.89437,80.87526,0.79,1824,2021-09-02,False
ACC-BB43C19BEE,legit,Vasudha Sodhi,Axis,Chennai,13.1594,80.19881,0.99,984,2023-12-21,False
ACC-4D424AD3CE,legit,Tanmayi Dhillon,Union Bank,Jalandhar,31.31763,75.66677,1.0,1511,2022-07-12,False
ACC-43F0764A9E,legit,Rayaan Trivedi,IndusInd,Ranchi,23.41692,85.38477,0.83,2064,2021-01-05,False
ACC-A65178755C,legit,Ekaraj Majumdar,Axis,Bengaluru,13.05725,77.67602,0.72,571,2025-02-06,False
ACC-B7766CF1A1,legit,Harini Tripathi,IndusInd,Ranchi,23.44521,85.32434,0.96,425,2025-07-02,False
ACC-A26ED4E77D,legit,Aarnav Mandal,IndusInd,Jaipur,26.79993,75.69549,0.74,1845,2021-08-12,False
ACC-134110EB77,legit,Vrishti Dixit,Canara,Patna,25.48375,85.24855,0.97,3350,2017-06-29,False
ACC-18C29B6F29,legit,Veda Pai,Kotak,Nagpur,21.01787,78.96746,0.77,2061,2021-01-08,False
ACC-38251481D0,legit,Krishna Shah,Kotak,Mumbai,19.04219,72.75018,0.94,410,2025-07-17,False
ACC-C7F0E00F88,legit,Ranbir Khare,ICICI,Bengaluru,12.84682,77.70741,0.93,1940,2021-05-09,False
ACC-5337FB769D,legit,Vivaan Roy,SBI,Ranchi,23.33021,85.17588,0.78,329,2025-10-06,False
ACC-016ED7C075,legit,Eesha Solanki,IndusInd,Bhopal,23.16518,77.53158,0.83,2498,2019-10-29,False
ACC-26BB62B633,legit,Libni Doshi,PNB,Jalandhar,31.26873,75.52246,0.83,200,2026-02-12,False
ACC-FE620C98BD,legit,Balhaar Date,Canara,Jalandhar,31.35919,75.45804,0.88,3432,2017-04-08,False
ACC-67B3AE715B,legit,Harish Sarraf,ICICI,Delhi,28.64956,77.22928,0.79,2948,2018-08-05,False
ACC-DBB3368EEA,legit,Tanmayi Aurora,ICICI,Delhi,28.64493,77.13888,0.9,1711,2021-12-24,False
ACC-892865ECA5,legit,Nimrat Dubey,IndusInd,Mumbai,19.08235,72.84003,0.85,2159,2020-10-02,False
ACC-4FE08D8EDF,legit,Upasna Lanka,SBI,Guwahati,26.15914,91.70659,0.89,1930,2021-05-19,False
ACC-6364A8BD24,legit,Mitali Buch,HDFC,Lucknow,26.78012,80.81545,0.8,3234,2017-10-23,False
ACC-043CCDBDE9,legit,Lajita Nadig,Kotak,Chennai,13.12516,80.16358,0.74,2388,2020-02-16,False
ACC-6A47CE5A9F,legit,Balendra Biswas,Canara,Lucknow,26.85914,81.03093,0.99,722,2024-09-08,False
ACC-7D818E469A,legit,Bhavna Karan,Canara,Ranchi,23.3797,85.39379,0.71,263,2025-12-11,False
ACC-3DA9871BED,legit,Radha Chaudhari,Kotak,Hyderabad,17.2617,78.40548,0.98,176,2026-03-08,False
ACC-A27D9889F7,legit,Sachi Ganesan,Axis,Guwahati,26.11699,91.82144,0.71,1944,2021-05-05,False
ACC-62B369F1B3,legit,Ayush Batra,SBI,Ahmedabad,22.93901,72.53274,0.96,3203,2017-11-23,False
ACC-2C977634DF,legit,Daksh Memon,BoB,Lucknow,26.78541,81.0271,0.92,1794,2021-10-02,False
ACC-D7608B7F05,legit,Kavya Sankar,Canara,Nagpur,21.26917,79.0447,0.91,770,2024-07-22,False
ACC-C963CD9027,legit,Yash Wali,HDFC,Lucknow,26.96138,80.95141,0.92,3286,2017-09-01,False
ACC-C21DAC488E,legit,Pranit Garde,IndusInd,Mumbai,19.05725,73.01151,0.79,744,2024-08-17,False
ACC-DFAADBE8F3,legit,Farhan Raja,Canara,Mumbai,18.96251,72.92119,0.88,1260,2023-03-20,False
ACC-F92E70E3C1,legit,Widisha Dhar,SBI,Patna,25.504,85.12244,0.92,1836,2021-08-21,False
ACC-70C525537E,legit,Triya Kumar,SBI,Nagpur,21.10595,79.22284,0.72,1129,2023-07-29,False
ACC-26A4FE84BC,legit,Aadhya Andra,ICICI,Ahmedabad,22.99715,72.57494,0.99,3076,2018-03-30,False
ACC-4D79601CD5,legit,Bhavna Dugar,SBI,Bengaluru,13.06583,77.64273,0.74,1799,2021-09-27,False
ACC-2F8D0B5A25,legit,Riya Pai,Union Bank,Hyderabad,17.46027,78.45057,0.71,1573,2022-05-11,False
ACC-7ACEB00C1E,legit,Panini Krishna,Canara,Bengaluru,13.02,77.7159,0.93,1528,2022-06-25,False
ACC-5A1EE3F0E9,legit,Chasmum Issac,Axis,Kolkata,22.47468,88.32794,0.77,1292,2023-02-16,False
ACC-8BDC85DDB6,legit,Vasudha Chhabra,BoB,Mumbai,18.94787,72.79285,0.97,2125,2020-11-05,False
ACC-55211DCBA3,legit,Lakshmi Parmer,PNB,Mumbai,19.01162,72.81291,1.0,1832,2021-08-25,False
ACC-707D020FFD,legit,Chakrika Bains,HDFC,Jaipur,26.96483,75.92206,0.74,824,2024-05-29,False
ACC-C01D8EE4E1,legit,Anvi Anand,HDFC,Mumbai,19.06304,72.98545,0.94,1828,2021-08-29,False
ACC-C61EBC8EFC,legit,Watika Mangat,HDFC,Bhopal,23.39141,77.45796,0.86,2911,2018-09-11,False
ACC-FB262F231A,legit,Indira Kanda,ICICI,Jaipur,27.01817,75.88226,0.94,2920,2018-09-02,False
ACC-39C9248263,legit,Zashil Devan,ICICI,Guwahati,26.06997,91.86732,0.77,3249,2017-10-08,False
ACC-2690ED0E5C,legit,Balveer More,Canara,Ranchi,23.21607,85.3242,0.94,1516,2022-07-07,False
ACC-BD4A668900,legit,Bahadurjit Patla,Axis,Guwahati,26.04444,91.84005,0.82,274,2025-11-30,False
ACC-F7B774FDC5,legit,Gautam Merchant,BoB,Chennai,13.14185,80.27764,0.95,3155,2018-01-10,False
ACC-BC27322374,legit,Ojasvi Gill,Canara,Mumbai,18.97474,72.82825,0.84,308,2025-10-27,False
ACC-A8A2646A94,legit,Kevin Zacharia,IndusInd,Guwahati,26.10248,91.83835,0.89,3200,2017-11-26,False
ACC-C2DC9694BC,legit,Yachana Mahajan,SBI,Bengaluru,13.04397,77.49434,0.95,2064,2021-01-05,False
ACC-6AC42DA33C,legit,Aarini Subramaniam,PNB,Guwahati,26.05072,91.64557,0.8,1326,2023-01-13,False
ACC-4E192E264E,legit,Hamsini Contractor,PNB,Guwahati,26.25124,91.8297,0.89,1031,2023-11-04,False
ACC-8D2B37E15B,legit,Faqid Dhaliwal,IndusInd,Guwahati,26.08354,91.76999,0.73,2521,2019-10-06,False
ACC-7FB138125E,legit,Mekhala Pau,ICICI,Ahmedabad,22.93294,72.69075,0.9,636,2024-12-03,False
ACC-4DEC6547E5,legit,Megha Atwal,SBI,Chennai,13.19135,80.22681,0.95,2313,2020-05-01,False
ACC-FCAC3A896F,legit,Jatin Sha,Union Bank,Delhi,28.50072,77.33023,0.78,3163,2018-01-02,False
ACC-5FFB73CA57,legit,Adweta Raj,SBI,Hyderabad,17.45715,78.46416,0.85,2622,2019-06-27,False
ACC-78063956AD,legit,Hritik Kaur,Canara,Ahmedabad,23.03482,72.60975,0.77,1242,2023-04-07,False
ACC-744D8EC3A9,legit,Aryan Narang,SBI,Jalandhar,31.376,75.52145,0.75,303,2025-11-01,False
ACC-A85ACB75BF,legit,Dev Shetty,ICICI,Patna,25.58984,85.05761,0.79,2489,2019-11-07,False
ACC-D776A0BE4C,legit,Nilima Dada,BoB,Chennai,13.03387,80.4026,0.74,1419,2022-10-12,False
ACC-58E2280A96,legit,Chakradev Barad,Canara,Lucknow,26.85075,80.83976,0.74,995,2023-12-10,False
ACC-A2FBAF3CC0,legit,Waida D’Alia,BoB,Ranchi,23.27597,85.20063,0.96,1193,2023-05-26,False
ACC-67E6A14EEA,legit,Wahab Yogi,Kotak,Patna,25.52606,85.23633,0.98,659,2024-11-10,False
ACC-0CC0CED010,legit,Lipika Setty,IndusInd,Chennai,13.03208,80.34181,0.84,2045,2021-01-24,False
ACC-A6FBC3240E,legit,Oni Dubey,IndusInd,Nagpur,21.09405,78.95933,0.84,1615,2022-03-30,False
ACC-76B304AAAA,legit,Hardik Suri,Axis,Hyderabad,17.30801,78.44694,0.85,212,2026-01-31,False
ACC-C06C86F552,legit,Ati Bali,IndusInd,Nagpur,21.23846,79.13483,0.7,1175,2023-06-13,False
ACC-F185D565E6,legit,Teerth Sawhney,Kotak,Mumbai,19.05733,72.98107,0.93,2984,2018-06-30,False
ACC-B2942B83FB,legit,Warinder Patil,PNB,Lucknow,26.72379,80.82489,0.81,2306,2020-05-08,False
ACC-27BAF0D834,legit,Jhalak Parmer,IndusInd,Jaipur,26.79714,75.78845,0.78,3135,2018-01-30,False
ACC-99EE9C11B6,legit,Mitali Majumdar,BoB,Kolkata,22.62136,88.26088,0.81,401,2025-07-26,False
ACC-0A5EE1B113,legit,Jason Sha,PNB,Lucknow,26.86233,80.90988,0.88,595,2025-01-13,False
ACC-C4BFC0E03A,legit,Simon Bail,Kotak,Patna,25.59412,85.01471,0.94,566,2025-02-11,False
ACC-14622DF05B,legit,Gauri Kohli,ICICI,Guwahati,26.13288,91.76492,0.8,2116,2020-11-14,False
ACC-4CDAB72A3B,legit,Samesh Biswas,Axis,Kolkata,22.52355,88.33497,0.88,2530,2019-09-27,False
ACC-94CA2362BA,legit,Tarak Kaul,Union Bank,Guwahati,26.23323,91.74494,0.79,2907,2018-09-15,False
ACC-FD09B22B95,legit,Manbir Agate,BoB,Bhopal,23.12926,77.36699,0.88,453,2025-06-04,False
ACC-3552A8B7B0,legit,Maanav De,SBI,Jalandhar,31.43377,75.67677,0.88,2582,2019-08-06,False
ACC-A34D67F943,legit,Owen Choudhary,Union Bank,Jaipur,27.03864,75.86376,0.87,3184,2017-12-12,False
ACC-9A5DA012CF,legit,Karan Aurora,Union Bank,Chennai,12.96144,80.26542,0.93,2152,2020-10-09,False
ACC-70566D979F,legit,Wazir Naik,Union Bank,Patna,25.4989,85.18645,0.98,134,2026-04-19,False
ACC-EDE54FCC92,legit,Owen Lanka,ICICI,Mumbai,18.99243,72.86176,0.82,1720,2021-12-15,False
ACC-767782128C,legit,Jonathan Sama,SBI,Hyderabad,17.36078,78.56102,0.91,1936,2021-05-13,False
ACC-62B41A2151,legit,Devansh Soni,Canara,Guwahati,26.0654,91.68892,0.86,2717,2019-03-24,False
ACC-1CCF766288,legit,Janaki Varghese,Kotak,Lucknow,26.97013,80.9353,0.86,2188,2020-09-03,False
ACC-37B3A93D4F,legit,Siya Thakur,Axis,Ahmedabad,23.09601,72.63111,0.88,2639,2019-06-10,False
ACC-BE6BD33BB9,legit,Caleb Verma,PNB,Hyderabad,17.5086,78.42697,0.98,1227,2023-04-22,False
ACC-F8EA76CDC7,legit,Tara Balasubramanian,Canara,Jaipur,26.98569,75.84268,0.8,2832,2018-11-29,False
ACC-CAEEF3E77C,legit,Varenya Ratti,Axis,Lucknow,26.86305,81.06363,0.79,2960,2018-07-24,False
ACC-5A59EEED82,legit,Hritik Swaminathan,Kotak,Kolkata,22.62034,88.33138,0.99,1621,2022-03-24,False
ACC-7E47E73A36,legit,Ethan Buch,HDFC,Jalandhar,31.23045,75.45243,0.8,2930,2018-08-23,False
ACC-FA10BE1FA4,legit,Manbir Bhatti,PNB,Ranchi,23.38625,85.37645,0.95,881,2024-04-02,False
ACC-E002377908,legit,Anvi Nair,HDFC,Jaipur,27.02943,75.84032,0.88,567,2025-02-10,False
ACC-CEEC7AB2F4,legit,Chaitaly Setty,PNB,Kolkata,22.50214,88.24249,0.89,2180,2020-09-11,False
ACC-6BA07DAEE0,legit,Hardik Contractor,HDFC,Delhi,28.50585,77.16313,0.9,1939,2021-05-10,False
ACC-BC8F7A397C,legit,Qushi Seth,BoB,Bengaluru,12.83787,77.60821,0.9,651,2024-11-18,False
ACC-0735508F97,legit,Odika Nori,Axis,Nagpur,21.24807,79.08211,0.8,821,2024-06-01,False
ACC-7B3104B541,legit,Mohini Sagar,Union Bank,Ahmedabad,22.90335,72.64403,0.77,2676,2019-05-04,False
ACC-F957DD43AC,legit,Dhriti Sane,BoB,Chennai,13.143,80.38872,0.96,722,2024-09-08,False
ACC-05DF6021DB,legit,Aadhya Prasad,BoB,Bengaluru,13.08888,77.46929,0.94,3430,2017-04-10,False
ACC-02C0759379,legit,Urvi Bhavsar,SBI,Bengaluru,13.0896,77.7195,0.7,1190,2023-05-29,False
ACC-564DDDA45C,legit,Frederick Chander,Axis,Kolkata,22.60038,88.4797,0.84,1377,2022-11-23,False
ACC-62E67F6055,legit,Gopal Pradhan,IndusInd,Ahmedabad,23.0342,72.56975,0.84,554,2025-02-23,False
ACC-AECA8D84BB,legit,Darpan Narayan,Canara,Hyderabad,17.46846,78.44094,0.89,2999,2018-06-15,False
ACC-4779286848,legit,Nirja Pandya,Axis,Chennai,12.99789,80.33465,0.87,3243,2017-10-14,False
ACC-220F23770A,legit,Charan Mani,BoB,Jalandhar,31.24307,75.60619,0.95,2621,2019-06-28,False
ACC-CC005EB078,legit,Indira Chawla,ICICI,Guwahati,26.09799,91.7094,0.99,395,2025-08-01,False
ACC-3D9503D477,legit,Mohammed Subramaniam,BoB,Ranchi,23.29642,85.2415,0.77,1073,2023-09-23,False
ACC-C17DF81397,legit,Hritik Palla,Union Bank,Jalandhar,31.26303,75.53015,0.7,2390,2020-02-14,False
ACC-40CE764DEC,legit,Ishwar Mallick,HDFC,Ahmedabad,22.98454,72.50013,0.84,2740,2019-03-01,False
ACC-4C3E73EFA6,legit,Pushti Bal,Axis,Bengaluru,12.94604,77.59528,0.91,3641,2016-09-11,False
ACC-765C988E8A,legit,Ayush Gole,PNB,Ahmedabad,23.13497,72.516,0.77,2522,2019-10-05,False
ACC-EB06C9ED42,legit,Dayamai Nori,Kotak,Bengaluru,12.9657,77.58243,0.82,2486,2019-11-10,False
ACC-4161640330,legit,Abeer Golla,PNB,Guwahati,26.25607,91.80575,0.93,3289,2017-08-29,False
ACC-9DDDF0EB39,legit,Nandini Boase,IndusInd,Ahmedabad,23.09135,72.67225,0.83,340,2025-09-25,False
ACC-A0AF725079,legit,Azaan Chand,SBI,Chennai,13.04534,80.38347,0.95,464,2025-05-24,False
ACC-65FA99C299,legit,Krisha Saini,ICICI,Nagpur,21.14728,79.10785,0.8,618,2024-12-21,False
ACC-CFBD921E4D,legit,Harita Dugar,Union Bank,Guwahati,26.12878,91.78493,0.85,2941,2018-08-12,False
ACC-303DA6A399,legit,Devika Nair,ICICI,Nagpur,21.1486,79.17163,0.85,1862,2021-07-26,False
ACC-6AA0A9180D,legit,Charles Dugal,Axis,Ranchi,23.36137,85.32549,0.92,2760,2019-02-09,False
ACC-92BA6DED1D,legit,Chandran Bumb,Union Bank,Patna,25.52774,85.00328,0.72,897,2024-03-17,False
ACC-4B95B5E62E,legit,Saanvi Samra,HDFC,Patna,25.55208,85.0197,1.0,251,2025-12-23,False
ACC-DC86F134B4,legit,Riya Sachdeva,ICICI,Ranchi,23.21754,85.28497,0.93,3154,2018-01-11,False
ACC-CB3F05F503,legit,Tanveer Vala,Canara,Chennai,13.12213,80.24918,0.96,1571,2022-05-13,False
ACC-38A80976AA,legit,Hemani Sani,IndusInd,Nagpur,21.11269,78.97475,0.74,2715,2019-03-26,False
ACC-88A8D95EC3,legit,Bhanumati Sur,BoB,Bhopal,23.21876,77.3257,0.86,2205,2020-08-17,False
ACC-55AB15FD2D,legit,Chakradev Kannan,SBI,Chennai,13.21208,80.36119,0.99,3102,2018-03-04,False
ACC-73AD3C2674,legit,Christopher Amble,BoB,Ranchi,23.39099,85.32161,0.95,2183,2020-09-08,False
ACC-F94199C495,legit,Charvi Kakar,HDFC,Hyderabad,17.37436,78.39349,0.71,777,2024-07-15,False
ACC-EB1B768C42,legit,Aadhya Mann,SBI,Ahmedabad,23.00067,72.64331,0.77,3624,2016-09-28,False
ACC-750B08D60C,legit,Jagdish Amble,SBI,Mumbai,18.96813,72.75164,0.77,2453,2019-12-13,False
ACC-4A7B999733,legit,Qushi Gill,SBI,Delhi,28.58749,77.1372,0.74,894,2024-03-20,False
ACC-F4366809DC,legit,Lajita Walia,Kotak,Jaipur,26.84055,75.89984,0.87,2364,2020-03-11,False
ACC-79256D8375,legit,Xiti Pandya,ICICI,Jalandhar,31.37263,75.52773,1.0,1241,2023-04-08,False
ACC-62606F5DC1,legit,Mekhala Basak,IndusInd,Guwahati,26.06911,91.68228,0.98,254,2025-12-20,False
ACC-B3DBC46391,legit,Anirudh Sharaf,BoB,Nagpur,21.20937,79.0004,0.87,2785,2019-01-15,False
ACC-7F7EE3CA38,legit,Dhriti Sanghvi,BoB,Delhi,28.74155,77.32835,0.94,2754,2019-02-15,False
ACC-8C6EEE6E66,legit,Omisha Mann,BoB,Lucknow,26.89976,80.92141,0.76,1233,2023-04-16,False
ACC-5B3E8503F1,legit,Nidhi Bail,ICICI,Guwahati,26.13734,91.83062,0.94,1236,2023-04-13,False
ACC-82303C3115,legit,Onveer Sharma,IndusInd,Nagpur,21.02624,79.0646,0.86,1711,2021-12-24,False
ACC-ADEE22EAB1,legit,Gaurang Sarkar,HDFC,Patna,25.5246,85.05742,0.98,2653,2019-05-27,False
ACC-3F1332028A,legit,Yagnesh Sarin,PNB,Bhopal,23.22506,77.42223,0.72,3402,2017-05-08,False
ACC-BD36F7BA6A,legit,Farhan Randhawa,HDFC,Patna,25.64104,85.16542,0.76,3583,2016-11-08,False
ACC-910BA4F446,legit,Harinakshi Kant,Canara,Jalandhar,31.34967,75.62254,0.76,893,2024-03-21,False
ACC-B57DC57093,legit,Om Bose,PNB,Nagpur,21.10066,79.21172,0.98,67,2026-06-25,False
ACC-02C5001F94,legit,Yashvi Hari,PNB,Chennai,12.97927,80.40572,0.91,1966,2021-04-13,False
ACC-F3D06559F3,legit,Indali Divan,Kotak,Chennai,13.00284,80.3829,0.93,2266,2020-06-17,False
ACC-C8A8330605,legit,Harshil Dhingra,Axis,Patna,25.58498,85.17779,0.81,1268,2023-03-12,False
ACC-805C00B3BA,legit,Rudra Ghose,Canara,Nagpur,21.14506,78.97972,0.93,2964,2018-07-20,False
ACC-735C11E982,legit,Faqid Goel,SBI,Lucknow,26.95868,80.91126,0.87,1700,2022-01-04,False
ACC-31FE231B1B,legit,Ucchal Sen,Union Bank,Hyderabad,17.4502,78.35595,0.87,2271,2020-06-12,False
ACC-5F15AE2D5F,legit,Diya Dora,BoB,Patna,25.53875,85.05549,0.87,947,2024-01-27,False
ACC-6E3E268136,legit,Ekansh Singh,Kotak,Hyderabad,17.38481,78.52849,0.78,2810,2018-12-21,False
ACC-CB0B0E032C,legit,Chavvi Maharaj,Canara,Bhopal,23.25682,77.47302,0.84,3034,2018-05-11,False
ACC-4AF65220ED,legit,Indira Tripathi,IndusInd,Chennai,13.16242,80.18131,0.85,2955,2018-07-29,False
ACC-3CD4B5DA97,legit,Dayita Shenoy,IndusInd,Nagpur,21.25103,79.22072,0.71,245,2025-12-29,False
ACC-D4C1048A81,legit,Baljiwan Bhandari,SBI,Bhopal,23.14485,77.49854,0.82,203,2026-02-09,False
ACC-3CA6155674,legit,Bhavini Bose,SBI,Bhopal,23.29522,77.29583,0.77,623,2024-12-16,False
ACC-D8D4E9B435,legit,Yashica Rajagopalan,Union Bank,Ranchi,23.30983,85.34145,0.97,2736,2019-03-05,False
ACC-852D8A89CD,legit,Benjamin Sengupta,BoB,Ahmedabad,23.01922,72.43805,0.7,2264,2020-06-19,False
ACC-2F5AFAD426,legit,Ekanta Soni,SBI,Guwahati,26.20455,91.74586,0.85,1179,2023-06-09,False
ACC-2B7C24EF20,legit,David Seshadri,HDFC,Chennai,13.12974,80.35345,0.98,739,2024-08-22,False
ACC-73A9A3591F,legit,Hemal Chad,Axis,Guwahati,26.04961,91.65294,0.94,2161,2020-09-30,False
ACC-7883394F1B,legit,Balveer Kota,Canara,Jaipur,26.99211,75.67352,0.87,1668,2022-02-05,False
ACC-478A68504D,legit,Reva Viswanathan,HDFC,Chennai,13.00861,80.32044,0.9,3477,2017-02-22,False
ACC-ABD4538C3C,legit,Januja Pradhan,BoB,Bhopal,23.30041,77.28603,0.81,1665,2022-02-08,False
ACC-8948A66CCA,legit,Lila Rege,HDFC,Ranchi,23.22413,85.17702,0.85,706,2024-09-24,False
ACC-DFABF003B7,legit,Charles Natt,HDFC,Patna,25.63326,85.092,0.97,3519,2017-01-11,False
ACC-F2A8694245,legit,Forum Chandra,Union Bank,Nagpur,21.02217,79.0102,0.84,3560,2016-12-01,False
ACC-7919653E0C,legit,Bhanumati Krishnan,IndusInd,Delhi,28.72854,77.25885,0.87,1153,2023-07-05,False
ACC-B0650C64D9,legit,Gauri Bumb,PNB,Delhi,28.52724,77.30371,0.88,69,2026-06-23,False
ACC-9CAE4D5853,legit,Inaya Mukherjee,Axis,Jalandhar,31.41267,75.66293,0.75,320,2025-10-15,False
ACC-2E4FEC1EA8,legit,Kai Chad,IndusInd,Hyderabad,17.40303,78.58114,0.8,2778,2019-01-22,False
ACC-D51E8CAB49,legit,Krisha Narasimhan,HDFC,Jalandhar,31.3908,75.65471,0.85,2828,2018-12-03,False
ACC-AAFB6325CE,legit,Girik Sampath,HDFC,Lucknow,26.72608,80.9292,0.8,3440,2017-03-31,False
ACC-AF3A1DDB76,legit,Andrew Patil,Kotak,Jalandhar,31.35677,75.60204,0.71,3173,2017-12-23,False
ACC-907F3585BC,legit,Pranit Kala,Kotak,Jaipur,26.98903,75.77394,0.87,939,2024-02-04,False
ACC-DBA678DC6E,legit,Vedika Handa,BoB,Patna,25.57568,85.18617,0.73,2711,2019-03-30,False
ACC-C0D660E6FD,legit,Laksh Dubey,HDFC,Kolkata,22.5173,88.29537,0.78,306,2025-10-29,False
ACC-445AF8A995,legit,Chakrika Chaudhuri,BoB,Patna,25.65131,85.17379,0.8,3034,2018-05-11,False
ACC-FC68401E79,legit,Gayathri Deep,Kotak,Mumbai,18.9656,72.99742,0.93,1826,2021-08-31,False
ACC-6D358C6424,legit,Mitesh Gaba,IndusInd,Mumbai,18.97668,72.79321,0.87,1843,2021-08-14,False
ACC-2917D096F0,legit,Noah Sarma,HDFC,Patna,25.48688,85.02669,0.88,2275,2020-06-08,False
ACC-39123E81E5,legit,Nirja Patla,BoB,Jalandhar,31.27855,75.54518,0.82,1200,2023-05-19,False
ACC-B1F9006D61,legit,Sachi Mane,Union Bank,Mumbai,19.13677,72.89379,0.86,999,2023-12-06,False
